"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/terrafirma-robotics","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10228254-6df26eba11c986469da8fc3676c971b6-medium_jpg.jpg?buster=1724806088","TerraFirma Robotics","","Former SpaceX engineers building construction robots to terraform Earth and eventually Mars","1-10 Employees","Early Stage","Startup in initial stages","","","Perception Engineer","https://wellfound.com/jobs/3190466-perception-engineer","Full-time","$100k – $180k","Austin","$125k – $180k","7 months ago","","","Mission Control Software Engineer","https://wellfound.com/jobs/3300498-mission-control-software-engineer","Full-time","Austin","9 months ago","Radar Systems Engineer - Signal Processing","https://wellfound.com/jobs/3123573-radar-systems-engineer-signal-processing","Full-time","$100k – $170k","In office • Austin","1 year ago"
"https://wellfound.com/company/dollaride","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4969374-9bf46e76cb18d09acfb05e013d79e4ba-medium_jpg.jpg?buster=1512954784","Dollaride","Actively Hiring","A clean transportation platform for urban fleets","11-50 Employees","B2B","Startup in initial stages","Early Stage","","Product Manager, Climate Justice Fellow","https://wellfound.com/jobs/3359324-product-manager-climate-justice-fellow","Full-time","$72k – $80k • No equity","In office • New York City","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/paradromics","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/1614781-2349b634cdf530ba91ada6bd9d7b9b7c-medium_jpg.jpg?buster=1649653555","Paradromics","","","51-200 Employees","Responds within three weeks","Based on past data, Paradromics usually responds to incoming applications within three weeks","","","Senior Software Engineer","https://wellfound.com/jobs/3711728-senior-software-engineer","Full-time","$150k – $190k","In office • San Francisco","5 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/smithrx","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4109918-be2e1de19ffd6077f509640dc1800dba-medium_jpg.jpg?buster=1717753436","SmithRx","Actively Hiring","Smart Pharmacy Benefits Made Simple","501-1000 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer","https://wellfound.com/jobs/1571368-senior-software-engineer","Full-time","Remote • California","","","4 years ago","Top Investors","","","","","","","","","","","",""
"https://wellfound.com/company/shrub-platforms","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10311434-70f0c0da8403d0dac661840d28fd4dff-medium_jpg.jpg?buster=1731449998","Shrub Platforms","","Software for ESG and shareholder relations","1-10 Employees","","","","","Lead Engineer (Software & AI/ML) - Early Stage Startup","https://wellfound.com/jobs/3148809-lead-engineer-software-ai-ml-early-stage-startup","Full-time","$80k – $150k • 2.0% – 10.0%","Onsite or remote • Austin","5 years of exp","5 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/two-dots","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8825964-3104530f0ed37979b0b2b20bbb19f2b4-medium_jpg.jpg?buster=1662037474","Two Dots","Actively Hiring","AI Underwriting Automation and Fraud Prevention","11-50 Employees","","","","","Machine Learning Engineer","https://wellfound.com/jobs/3277438-machine-learning-engineer","Full-time","$150k – $250k","San Francisco","","10 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lava-19","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10751180-5502d3ea5f48ab605fc1c9ada0952322-medium_jpg.jpg?buster=1762825667","Lava","","We make it easy for AI companies to track their LLM usage by customer and charge for it","1-10 Employees","","","","","Founding Engineer – Lava (NYC)","https://wellfound.com/jobs/3541976-founding-engineer-lava-nyc","Full-time","$180k – $210k • 0.5% – 1.0%","In office • New York City","3 years of exp","4 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/vytatek","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10382420-d96c95ac20f86811e5795081cbbbbcf4-medium_jpg.jpg?buster=1747648233","Vytatek","","HIPAA-compliant platform integrating wearable data and rewarding healthy habits","1-10 Employees","","","","","Founding HealthTech Software Engineer","https://wellfound.com/jobs/3538807-founding-healthtech-software-engineer","Full-time","$145k – $155k • 0.4% – 0.75%","Remote only • Boston","3 years of exp","4 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/tesla-motors","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/32482-e59b28f53eac9a7dc939a0b9412d5691-medium_jpg.jpg?buster=1510889744","Tesla","Actively Hiring","Electric cars, giant batteries and solar","5000+ Employees","B2C","Publicly traded company","B2B","","Cell Lifetime Modeling Engineer","https://wellfound.com/jobs/3758552-cell-lifetime-modeling-engineer","Full-time","$112k – $228k","In office • Palo Alto","3 years of exp","1 month ago","Public Stage","+1","","","","","","","","","","",""
"https://wellfound.com/company/qualialabs","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/1037123-a7c77e18ae6bcd3b6f8a087d0d9c957b-medium_jpg.jpg?buster=1589643604","Qualia","Actively Hiring","The real estate and mortgage industry’s leading digital closing platform","201-500 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Engineering Manager","https://wellfound.com/jobs/980513-engineering-manager","Full-time","Onsite or remote • Austin","","","1 week ago","Top Investors","+1","","","","","","","","","","",""
"https://wellfound.com/company/scorability","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9937687-eebb738dcd954eb943981846e0191dff-medium_jpg.jpg?buster=1704485448","Scorability","Actively Hiring","Scorability is passionate about improving college athletics recruiting through technology","11-50 Employees","Top 10% of responders","Scorability is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Scorability usually responds to incoming applications within two weeks","Cross-Platform Mobile Software Engineer, React Native","https://wellfound.com/jobs/3714411-cross-platform-mobile-software-engineer-react-native","Full-time","Austin","Austin","Austin","2 weeks ago","B2C","+2","VP of Engineering","https://wellfound.com/jobs/3341136-vp-of-engineering","Full-time","","3 weeks ago","DevOps Engineer","https://wellfound.com/jobs/3418438-devops-engineer","Full-time","","","6 months ago"
"https://wellfound.com/company/alterion-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10724473-d991a96d23d0935078375991b700e658-medium_jpg.jpg?buster=1760162773","Alterion","","Building the Agentic Control Plane for the Enterprise","1-10 Employees","","","","","Agentic AI - Senior Engineer","https://wellfound.com/jobs/3530175-agentic-ai-senior-engineer","Full-time","$120k – $150k • 0.2% – 0.5%","In office • Menlo Park","2 years of exp","5 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/sciemo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10575419-b227b5138180afc2d067c263caf310f6-medium_jpg.jpg?buster=1762137915","sciemo","","we deliver AI for consumer brands","11-50 Employees","","","","","Sr. Machine Learning Engineer","https://wellfound.com/jobs/3322066-sr-machine-learning-engineer","Full-time","$220k – $300k • 0.25% – 1.0%","In office • New York City","4 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/kalmus","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10707173-130308ba7ac565028b4b4f9a043356c8-medium_jpg.jpg?buster=1758823150","Kalmus","Actively Hiring","Your AI tutor that makes any document engaging and easy to master","1-10 Employees","Top 1% of responders","Kalmus is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Kalmus usually responds to incoming applications within a day","Backend Engineer (Equity • Core Team • Flexible Hours)","https://wellfound.com/jobs/3793900-backend-engineer-equity-core-team-flexible-hours","Full-time","4.0% – 4.0%","Remote only • Everywhere","0 years of exp","1 month ago","","","🔍 QA Engineer (Equity • Core Team • Flexible Hours)","https://wellfound.com/jobs/3522638-qa-engineer-equity-core-team-flexible-hours","Full-time","1.5% – 1.5%","1 month ago","⚙️ Backend Engineer (Equity • Core Team • Flexible Hours)","https://wellfound.com/jobs/3522529-backend-engineer-equity-core-team-flexible-hours","Full-time","Remote only • Everywhere","0 years of exp","1 month ago"
"https://wellfound.com/company/permian-labs","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10302493-8d4bf380794605ed754539dd53d4e3f1-medium_jpg.jpg?buster=1759339718","Permian Labs","","Developing USDai, the world’s first stablecoin backed by AI infrastructure","11-50 Employees","Recently funded","Raised funding in the past six months","","","GTM Engineer","https://wellfound.com/jobs/3770961-gtm-engineer","Full-time","$120k – $180k","In office • New York City","5 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/drivepowerline","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10100068-63af47a3c9aa3db698a0930c30041f19-medium_jpg.jpg?buster=1743766457","Powerline","","AI for the future electricity grid","1-10 Employees","B2B","Startup in initial stages","Early Stage","","Senior Full-Stack Software Engineer","https://wellfound.com/jobs/3261971-senior-full-stack-software-engineer","Full-time","$140k – $205k","Onsite or remote • Palo Alto","5 years of exp","6 months ago","","","Senior Optimization Software Engineer","https://wellfound.com/jobs/3261972-senior-optimization-software-engineer","Full-time","$140k – $205k","11 months ago","","","","Onsite or remote • Palo Alto","5 years of exp",""
"https://wellfound.com/company/realtor-com","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10321516-2b73cb547f3b65e7b2b5990947432d91-medium_jpg.jpg?buster=1732204833","Realtor.com","Actively Hiring","realtor.com® offers a comprehensive list of for-sale properties and online consumer tools","1001-5000 Employees","Top 1% of responders","Realtor.com is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Realtor.com usually responds to incoming applications within a day","Staff Software Engineer, Mobile","https://wellfound.com/jobs/3673588-staff-software-engineer-mobile","Full-time","Austin","Austin","Austin","6 days ago","","","Principal Salesforce Engineer","https://wellfound.com/jobs/3831392-principal-salesforce-engineer","Full-time","","1 month ago","Staff Software Engineer","https://wellfound.com/jobs/3813227-staff-software-engineer","Full-time","","","1 month ago"
"https://wellfound.com/company/datadasher","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10651121-73bf4ef17d1b1597afd0d3703d560fed-medium_jpg.jpg?buster=1755536587","DataDasher","","The financial advisor's AI assistant that supercharges workflows and client relationships","1-10 Employees","","","","","Full Stack AI Engineer","https://wellfound.com/jobs/3372544-full-stack-ai-engineer","Full-time","$120k – $180k • 1.0% – 1.0%","In office • San Francisco","1 year of exp","4 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/eagle-9","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10770660-71d1aec470d348cbe6c12caabc91330a-medium_jpg.jpg?buster=1764200544","Eagle","","Building the AI-native AEC firm","1-10 Employees","Responds within three weeks","Based on past data, Eagle usually responds to incoming applications within three weeks","","","Applied AI Engineer","https://wellfound.com/jobs/3768855-applied-ai-engineer","Full-time","$175k – $250k","New York City","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/konko-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9558665-ec051c4f59dd73fc2a10c756a5f24448-medium_jpg.jpg?buster=1726871265","Konko AI","","Production agent platforms for healthcare operations","11-50 Employees","Top 10% of responders","Konko AI is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Konko AI usually responds to incoming applications within two weeks","Software Engineer, Agents","https://wellfound.com/jobs/3742673-software-engineer-agents","Full-time","Onsite or remote • New York City","5 years of exp","Onsite or remote • New York City","1 month ago","B2B","+1","Senior Software Engineer — Agent Platforms","https://wellfound.com/jobs/3722136-senior-software-engineer-agent-platforms","Full-time","5 years of exp","2 months ago","","","","","",""
"https://wellfound.com/company/arcade_demo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8401028-0c1ceefa3ce1de96a33dbfac03e22506-medium_jpg.jpg?buster=1661358477","Arcade","Actively Hiring","The easiest way to showcase your product","11-50 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","GTM Engineer (RevOps)","https://wellfound.com/jobs/3798250-gtm-engineer-revops","Full-time","$140k – $175k","Remote • San Francisco","","1 month ago","Top Investors","","","","","","","","","","","",""
"https://wellfound.com/company/deeply-logo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10441671-27c2866a6d3081f22aa4aaae7924316a-medium_jpg.jpg?buster=1752022935","Deeply","","Credit Karma for Relationships","1-10 Employees","","","","","Senior Design Engineer (AI-Native, Remote)","https://wellfound.com/jobs/3725624-senior-design-engineer-ai-native-remote","Full-time","$120k – $170k • 0.25% – 0.5%","Onsite or remote • San Francisco","8 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/the-semcon","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10647525-b413fc1f503e8ba66cad00d651388c81-medium_jpg.jpg?buster=1755237032","The SEMCON","Actively Hiring","Provides technical and program management for mission-critical air traffic control systems","11-50 Employees","","","","","Security Engineer","https://wellfound.com/jobs/3746982-security-engineer","Full-time","$80k – $125k","In office • New Jersey","6 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lavender-studios","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8905099-ea27265c65b72aa2b789fc443790d6cb-medium_jpg.jpg?buster=1653263605","lavender studios","Actively Hiring","","501-1000 Employees","","","","","R&D Engineer II-Software (Data)","https://wellfound.com/jobs/3451799-r-d-engineer-ii-software-data","Full-time","In office • Bridgeton","4 years of exp","","5 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/stealth-299","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10772313-e89e1949aeef92377b008d906c411098-medium_jpg.jpg?buster=1764393848","Stealth","","We're creating the next generation of voice AI products for small businesses","1-10 Employees","","","","","Founding Engineer (NYC): Stealth Startup","https://wellfound.com/jobs/3742209-founding-engineer-nyc-stealth-startup","Full-time","$75k – $95k • 0.5% – 1.0%","In office • New York City","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/ishi-health-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10685019-849040a170c4524d264cc7ad33290faf-medium_jpg.jpg?buster=1757563978","ISHI Health","Actively Hiring","Empowering complex cardiac care everywhere - leading the future of cardiac care","1-10 Employees","","","","","Integrations Engineer - Mid Level","https://wellfound.com/jobs/3775748-integrations-engineer-mid-level","Full-time","$40k – $50k","Remote only • Everywhere","4 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/base58labs-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10833228-15fa744c788d1d11e0f3320ad2faf67d-medium_jpg.jpg?buster=1769062671","Base58Labs","","Architecting the Hybrid State Machine for Ethereum's execution layer","11-50 Employees","","","","","Core Systems Engineer (Rust / Low-Latency)","https://wellfound.com/jobs/3775740-core-systems-engineer-rust-low-latency","Full-time","$120k – $180k • 0.5% – 2.0%","Remote only • Everywhere","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/safetyclerk-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10826011-6b3bad80dc972a118f3d484dd5f71d7f-medium_jpg.jpg?buster=1768591784","SafetyClerk","","","11-50 Employees","","","","","Remote Senior Full-Stack Engineer (Python Focused)","https://wellfound.com/jobs/3756531-remote-senior-full-stack-engineer-python-focused","Full-time","$60k – $90k • 0.1% – 0.5%","Remote only • Argentina","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lightyear-5","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7820421-5e70e7b7b4aed22bbdf32dcccb34ba57-medium_jpg.jpg?buster=1626702225","Lightyear","Actively Hiring","Telecom made easy","11-50 Employees","Top 10% of responders","Lightyear is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Lightyear usually responds to incoming applications within two weeks","Senior Product Manager","https://wellfound.com/jobs/3628036-senior-product-manager","Full-time","$130k – $180k","Remote only • United States","4 years of exp","3 months ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/orbrya","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10776828-f628bcb4cbf1435ebe06db515a28feef-medium_jpg.jpg?buster=1764848692","Orbrya","","Running Unity-grade C# physics on $200 Chromebooks to unlock the K-12 Creator Economy","1-10 Employees","","","","","Lead Graphics Engineer (""The Low-Poly Architect"")","https://wellfound.com/jobs/3628916-lead-graphics-engineer-the-low-poly-architect","Full-time","$60k – $80k • 0.5% – 1.0%","Remote only • Everywhere","4 years of exp","3 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/cointracker-8","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10332412-e49dc9837f625fbd95ca9088047f9db8-medium_jpg.jpg?buster=1733184451","CoinTracker","Actively Hiring","The leading crypto portfolio & tax optimization tool","51-200 Employees","","","","","Product Engineer","https://wellfound.com/jobs/3346513-product-engineer","Full-time","$146k – $175k","Remote only • Canada","$175k – $210k","3 months ago","","","Senior Product Engineer","https://wellfound.com/jobs/3351659-senior-product-engineer","Full-time","Remote • United States","7 months ago","","","","","",""
"https://wellfound.com/company/flagler-health","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9114363-42b013c4cf1360091a174538c0ddb028-medium_jpg.jpg?buster=1664231353","Flagler Health","Actively Hiring","We use software to help musculoskeletal physicians recommend treatments to their patients","1-10 Employees","B2B","Startup in initial stages","Early Stage","Showed strong hiring growth in the past month","GTM Engineer","https://wellfound.com/jobs/3916560-gtm-engineer","Full-time","Remote • New York City","$150k – $200k CAD","Remote • New York City","1 week ago","Growing fast","","Senior Software Engineer Backend (NYC)","https://wellfound.com/jobs/3681069-senior-software-engineer-backend-nyc","Full-time","","2 months ago","","","","","",""
"https://wellfound.com/company/turntide-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8508154-b47b1f086cc4df104f0680cae242c6e7-medium_jpg.jpg?buster=1631516337","Turntide","","Invents and scales breakthrough technologies to optimize how humanity uses energy","1-10 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has a valuation of $1B or more","Full Stack Software Engineer","https://wellfound.com/jobs/1700727-full-stack-software-engineer","Full-time","Remote • Sunnyvale","1 year of exp","","4 years ago","Valuation $1B+","","","","","","","","","","","",""
"https://wellfound.com/company/gracker-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10829409-fd989133511782849cbe3ff0655ee478-medium_jpg.jpg?buster=1768875696","GrackerAI","Actively Hiring","AI Search Visibility - When buyers ask AI for solutions, be the answer","11-50 Employees","","","","","GTM Engineer (Inbound)","https://wellfound.com/jobs/3962708-gtm-engineer-inbound","Full-time","Remote only • Everywhere","0 years of exp","","2 days ago","","","","","","","","","","","","",""
"https://wellfound.com/company/gaia-ai-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10669084-496a8b24f3029d3d9a007f8e85bbc6d2-medium_jpg.jpg?buster=1756536561","Gaia AI","","Forest data collection using AI","1-10 Employees","","","","","Full Stack Engineer","https://wellfound.com/jobs/3542258-full-stack-engineer","Full-time","In office • Boston","3 years of exp","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/crossfill","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10365584-66f5f679992bc999ea3ad3d9ee35d4a8-medium_jpg.jpg?buster=1736190910","Crossfill","","Empowering brands to thrive in the age of AI-driven discovery","11-50 Employees","Early Stage","Startup in initial stages","","","Full-Stack AI Engineer","https://wellfound.com/jobs/3710675-full-stack-ai-engineer","Full-time","$125k – $205k • 0.0% – 1.0%","In office • Mountain View","3 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/excentric-labs-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10830919-787365500377a00672f66ab1e651e530-medium_jpg.jpg?buster=1768933898","eXcentric Labs","","Software-defined energy storage","1-10 Employees","","","","","Senior Software Engineer, Industrial Systems (C/Linux)","https://wellfound.com/jobs/3770939-senior-software-engineer-industrial-systems-c-linux","Full-time","$150k – $200k • 0.1% – 0.5%","Onsite or remote • Fairfax","4 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/ostro-health-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10326452-bdbd95c3fa8c91c094d964f4689b0b83-medium_jpg.jpg?buster=1763321693","Ostro Health","Actively Hiring","Serving Health Care Professionals in the mediums that matter to them","51-200 Employees","","","","","AI/LLM Engineer","https://wellfound.com/jobs/3532326-ai-llm-engineer","Full-time","$159k – $202k","Remote only • United States","5 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/traba-3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9413568-13482b87426021829e2ed84449b563d0-medium_jpg.jpg?buster=1721346702","Traba","Actively Hiring","Traba connects you to vetted and proven workers with open shifts","51-200 Employees","","","","","Director, Forward Deployed AI Engineering","https://wellfound.com/jobs/3533760-director-forward-deployed-ai-engineering","Full-time","$210k – $260k","New York City","$240k – $300k","4 months ago","","","Staff Software Engineer","https://wellfound.com/jobs/3234688-staff-software-engineer","Full-time","New York City","1 year ago","Senior Software Engineer (Backend)","https://wellfound.com/jobs/3234687-senior-software-engineer-backend","Full-time","$200k – $240k","New York City","1 year ago"
"https://wellfound.com/company/untapped-solutions-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9973532-adb59f51ecd4b20d427242a332b70cf1-medium_jpg.jpg?buster=1706571602","Untapped Solutions","","An AI-powered CRM and workforce platform helping nonprofits and government agencies move c","1-10 Employees","","","","","Senior Full Stack Engineer (React Native) — Early-Stage Startup","https://wellfound.com/jobs/3756515-senior-full-stack-engineer-react-native-early-stage-startup","Full-time","$80k – $100k • 0.2% – 0.5%","Onsite or remote • New York City","4 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/mantis-biotech","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10788379-4bbeef8bda47832f7eaf920416a2107f-medium_jpg.jpg?buster=1765744523","Mantis Biotech","","Infrastructure validating human-in-computer models, used in pro sports & med-device dev","1-10 Employees","","","","","Software Engineer","https://wellfound.com/jobs/3665891-software-engineer","Full-time","$110k – $130k","Onsite or remote • New York City","2 years of exp","2 months ago","","","Back End Software Engineer","https://wellfound.com/jobs/3665889-back-end-software-engineer","Full-time","$100k – $130k","2 months ago","","","","Onsite or remote • New York City","1 year of exp",""
"https://wellfound.com/company/vital-s-international-group","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10817057-52128b98a607048ed97a32509b19e83e-medium_jpg.jpg?buster=1768074412","Vital's International Group","Actively Hiring","Manufacturing company applying AI to production, marketing and operations","51-200 Employees","","","","","AI Systems Engineer (Marketing & Operations)","https://wellfound.com/jobs/3731250-ai-systems-engineer-marketing-operations","Full-time","$110k – $130k • No equity","In office • Orange County","5 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/metalpaysme","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/3941254-1a4f662385e6e150cdbfe37b86e23566-medium_jpg.jpg?buster=1527112634","Metal","","Better banking for all","11-50 Employees","B2C","Startup in initial stages","Early Stage","","Senior Backend Engineer","https://wellfound.com/jobs/1378238-senior-backend-engineer","Full-time","Remote • San Francisco","5 years of exp","","4 years ago","","","","","","","","","","","","",""
